store,initial longitude,initial latitude,neighbor id,neighbor store,neighbor longitude,neighbor latitude,distance,counts,id,business_id,name,address,postal_code,attributes,stars,categories
Press'd The Sandwich,-113.5208969,53.52044678,471,McDonald's,-113.535484,53.570705,[  1 407 175 483 386 527 464],9,471,ZznSNkRERGH8l-wSFJKsEA,McDonald's,12350 118th Avenue,T5L 5G8,"{""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""1"",""OutdoorSeating"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""BikeParking"":""True"",""DriveThru"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsDelivery"":""True"",""HasTV"":""True"",""BusinessAcceptsCreditCards"":""True""}",1.5,"Fast Food, Burgers, Coffee & Tea, Food, Restaurants"
Press'd The Sandwich,-113.5208969,53.52044678,50147,Humpty's Family Restaurants,-113.475975,53.51778,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],9,50147,gmE_AAJKx8A4-ju5tZ7ayA,Humpty's Family Restaurants,9555 82 Avenue NW,T6C 0Z7,"{""BikeParking"":""True"",""OutdoorSeating"":""True"",""GoodForKids"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsDelivery"":""False"",""WiFi"":""u'no'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""NoiseLevel"":""u'quiet'"",""Caters"":""False"",""RestaurantsGoodForGroups"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"",""Alcohol"":""u'full_bar'"",""HasTV"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsPriceRange2"":""2"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsReservations"":""True""}",3,"Restaurants, Breakfast & Brunch"
Press'd The Sandwich,-113.5208969,53.52044678,49668,Starbucks,-113.42432,53.540836,[146 137 156 422 218  17   9],9,49668,TPNv3aGh3UKoZ8iAcpbWKA,Starbucks,6101 101 Avenue NW,T6A 0G9,"{""BikeParking"":""True"",""RestaurantsPriceRange2"":""2"",""OutdoorSeating"":""False"",""WiFi"":""u'free'"",""RestaurantsTakeOut"":""True"",""DriveThru"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsDelivery"":""True"",""Caters"":""False""}",4,"Cafes, Food, Restaurants, Coffee & Tea"
Press'd The Sandwich,-113.5208969,53.52044678,57379,Brewsters Brewing Company & Restaurant,-113.52178,53.547016,[ 51  96 399 113 220  36  77 480  59  37],9,57379,uXVs9d3WmdAAKlv9otpRaw,Brewsters Brewing Company & Restaurant,11620 104th Avenue NW,T5K 2T7,"{""RestaurantsPriceRange2"":""2"",""GoodForKids"":""True"",""RestaurantsAttire"":""u'casual'"",""Alcohol"":""u'full_bar'"",""BikeParking"":""True"",""Caters"":""False"",""OutdoorSeating"":""True"",""RestaurantsReservations"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""HasTV"":""True"",""RestaurantsGoodForGroups"":""True"",""NoiseLevel"":""u'average'"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""WheelchairAccessible"":""True"",""Smoking"":""u'no'"",""HappyHour"":""True"",""ByAppointmentOnly"":""False"",""BYOB"":""False"",""RestaurantsDelivery"":""True"",""CoatCheck"":""False"",""BestNights"":""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"",""DogsAllowed"":""True"",""RestaurantsTakeOut"":""True"",""WiFi"":""u'free'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",3.5,"Food, Restaurants, American (New), Canadian (New), Bars, Brewpubs, Sports Bars, Beer Bar, Nightlife, Breweries"
Press'd The Sandwich,-113.5208969,53.52044678,51830,Arby's,-113.41744,53.58791,[305 325 158],9,51830,N4XQ3GnnaGq4xvYC8qla6w,Arby's,12805 50 Street NW,T5A 4L8,"{""Caters"":""False"",""GoodForKids"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsAttire"":""u'casual'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""WiFi"":""u'no'"",""NoiseLevel"":""u'quiet'"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Alcohol"":""u'none'"",""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""1"",""OutdoorSeating"":""True"",""BikeParking"":""True"",""HasTV"":""True"",""DriveThru"":""True""}",3,"Sandwiches, Restaurants, Fast Food"
Press'd The Sandwich,-113.5208969,53.52044678,30550,McDonald's,-113.58636,53.469078,[293  82],9,30550,VRwqMoWUebBzeg-dGOR9VA,McDonald's,494 Riverbend Square,T6R 2E3,"{""BusinessParking"":""{'garage': False, 'street': None, 'validated': None, 'lot': True, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""1"",""HasTV"":""True"",""GoodForKids"":""True"",""NoiseLevel"":""u'average'"",""WiFi"":""u'free'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsDelivery"":""True"",""BusinessAcceptsCreditCards"":""True""}",2.5,"Restaurants, Burgers, Fast Food, Coffee & Tea, Food"
Press'd The Sandwich,-113.5208969,53.52044678,29207,Dream Tea House,-113.51511,53.546818,"[198 212 226 555 171 268 142 424 281 129 421  42 409 485 380 507 253 153
 179 337 334 328 139 557  12 359]",9,29207,bzQvlz7oUKFez_XMYmfjtQ,Dream Tea House,11242 104 Avenue NW,T5K 2X4,"{""WiFi"":""'free'"",""RestaurantsPriceRange2"":""1"",""RestaurantsTakeOut"":""True"",""GoodForKids"":""True"",""NoiseLevel"":""u'average'"",""Alcohol"":""u'none'"",""RestaurantsReservations"":""False"",""Caters"":""False"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': None, 'lot': True, 'valet': False}"",""RestaurantsAttire"":""u'casual'"",""BikeParking"":""True"",""OutdoorSeating"":""False"",""RestaurantsDelivery"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"",""HasTV"":""True"",""RestaurantsTableService"":""False""}",3,"Food, Cafes, Bubble Tea, Restaurants, Coffee & Tea, Tea Rooms, Juice Bars & Smoothies"
Press'd The Sandwich,-113.5208969,53.52044678,6209,McDonald's,-113.38696,53.596992,[],9,6209,mZhgrM010o3JkaCZO3dXRw,McDonald's,13514 Victoria Trail N.W.,T5A 5B9,"{""WiFi"":""u'free'"",""RestaurantsGoodForGroups"":""False"",""OutdoorSeating"":""False"",""RestaurantsAttire"":""'casual'"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""1"",""GoodForKids"":""True"",""HasTV"":""True"",""RestaurantsDelivery"":""True"",""DriveThru"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsTakeOut"":""True""}",1.5,"Burgers, Fast Food, Coffee & Tea, Restaurants, Food"
Press'd The Sandwich,-113.5208969,53.52044678,69419,IHOP,-113.61454,53.55467,"[468 467 104 128 351 379 536 183 214 460 167 107  50  87 120  33 141  11
 367 349 283 308  28 494   4 375 420 492]",9,69419,qHOVeIzwDB7YiGiEkGy-LQ,IHOP,10803 170th ST,T5P 4K8,"{""RestaurantsAttire"":""'casual'"",""RestaurantsPriceRange2"":""2"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""DogsAllowed"":""False"",""WiFi"":""'no'"",""RestaurantsDelivery"":""True"",""BusinessAcceptsCreditCards"":""True"",""ByAppointmentOnly"":""False"",""CoatCheck"":""False"",""BikeParking"":""True"",""RestaurantsReservations"":""True"",""Ambience"":""{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"",""GoodForKids"":""True"",""HappyHour"":""False"",""Alcohol"":""u'none'"",""OutdoorSeating"":""False"",""Caters"":""False"",""RestaurantsTableService"":""True"",""RestaurantsTakeOut"":""True"",""HasTV"":""True"",""GoodForMeal"":""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}""}",2.5,"Breakfast & Brunch, Restaurants, Burgers, American (Traditional)"
Albert's Family Restaurant,-113.4442825,53.60276794,22209,Swiss Chalet Rotisserie & Grill,-113.60689,53.436165,[  1 407 175 483 386 527 464],4,22209,CQ-RlZeg8n8hO4mMlduY_A,Swiss Chalet Rotisserie & Grill,6303 Current Dr,T6W 0L9,"{""HasTV"":""True"",""RestaurantsTakeOut"":""True"",""OutdoorSeating"":""False"",""RestaurantsReservations"":""True"",""RestaurantsDelivery"":""True"",""GoodForKids"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsPriceRange2"":""2"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""BikeParking"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""DriveThru"":""True""}",2.5,"American (Traditional), Canadian (New), Restaurants, Comfort Food"
Albert's Family Restaurant,-113.4442825,53.60276794,44563,Tokyo Express,-113.614174,53.538643,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],4,44563,esxDgyyiqCDCawd-wmHvAg,Tokyo Express,"170 Street NW, Unit 9951",T5P 4S2,"{""Alcohol"":""u'none'"",""RestaurantsTakeOut"":""True"",""WiFi"":""'free'"",""OutdoorSeating"":""False"",""RestaurantsAttire"":""'casual'"",""NoiseLevel"":""u'average'"",""GoodForKids"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""BikeParking"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""1"",""Ambience"":""{'touristy': False, 'hipster': None, 'romantic': None, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': False, 'casual': True}"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""True"",""GoodForMeal"":""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}""}",3,"Japanese, Sushi Bars, Restaurants"
Sobeys,-113.4252243,53.42428207,70103,Boston Pizza,-113.495575,53.485725,[  1 407 175 483 386 527 464],1,70103,m0Q17VfpSksU2zoMqeIHQg,Boston Pizza,4804 Calgary Trl NW,T6H 5H5,"{""Alcohol"":""'full_bar'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""OutdoorSeating"":""True"",""GoodForKids"":""True"",""HasTV"":""True"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsPriceRange2"":""2"",""RestaurantsDelivery"":""True"",""NoiseLevel"":""'average'"",""BikeParking"":""True"",""GoodForMeal"":""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""True"",""RestaurantsAttire"":""'casual'"",""WiFi"":""'free'""}",3,"Pizza, Italian, Restaurants"
Cactus Club Cafe,-113.6189041,53.5243187,70859,KFC,-113.54698,53.629036,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],20,70859,qV27nJejxQY5BMv0l-2Gxw,KFC,12910 167th Avenue NW,T6V 1J6,"{""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""DriveThru"":""True"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""2"",""RestaurantsTableService"":""False"",""Caters"":""False"",""RestaurantsAttire"":""'casual'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsTakeOut"":""True"",""HasTV"":""False"",""RestaurantsDelivery"":""True""}",1,"Chicken Wings, Fast Food, American (Traditional), Restaurants, Chicken Shop"
Cactus Club Cafe,-113.6189041,53.5243187,65485,Shumka Ukrainian Foods,-113.48751,53.627483,[146 137 156 422 218  17   9],20,65485,7FZOsWGMunx1QV5fiIHDnw,Shumka Ukrainian Foods,16520 95 Street NW,T5Z 3L7,"{""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""1"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""HasTV"":""True"",""GoodForKids"":""True"",""BikeParking"":""True"",""OutdoorSeating"":""None"",""RestaurantsDelivery"":""True"",""Alcohol"":""'none'""}",4,"Ukrainian, Restaurants"
Cactus Club Cafe,-113.6189041,53.5243187,62577,Burger King,-113.431854,53.45781,[ 51  96 399 113 220  36  77 480  59  37],20,62577,XAg7uk0lkxN8X6XKKm71Xw,Burger King,6521 28 Avenue NW,T6L 7B5,"{""RestaurantsDelivery"":""True""}",2,"Restaurants, Fast Food"
Cactus Club Cafe,-113.6189041,53.5243187,53528,The Canadian Brewhouse,-113.60416,53.43589,[305 325 158],20,53528,iWrH5x-qEgyH_aHNSRh14Q,The Canadian Brewhouse,6093 Currents Dr NW,T6W 0L9,"{""HasTV"":""True"",""WheelchairAccessible"":""True"",""HappyHour"":""True"",""Caters"":""True"",""RestaurantsTakeOut"":""True"",""DogsAllowed"":""False"",""Ambience"":""{'touristy': None, 'hipster': False, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"",""BikeParking"":""True"",""Smoking"":""u'outdoor'"",""OutdoorSeating"":""True"",""RestaurantsReservations"":""True"",""Alcohol"":""u'full_bar'"",""RestaurantsTableService"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsDelivery"":""True"",""CoatCheck"":""False"",""WiFi"":""u'free'""}",5,"Sports Bars, Canadian (New), Nightlife, Food, Breweries, Bars, Restaurants"
Cactus Club Cafe,-113.6189041,53.5243187,56115,Dairy Queen Grill & Chill,-113.66649,53.494278,[293  82],20,56115,Ikp52qJeaSZ2rDIEX7_JoQ,Dairy Queen Grill & Chill,6214 199th St NW,T5T 2K4,"{""RestaurantsTakeOut"":""True"",""GoodForKids"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsDelivery"":""True"",""DriveThru"":""True"",""OutdoorSeating"":""True""}",2.5,"Food, Fast Food, Restaurants, Ice Cream & Frozen Yogurt"
Cactus Club Cafe,-113.6189041,53.5243187,56458,Carl's Jr,-113.36789,53.4757,"[468 467 104 128 351 379 536 183 214 460 167 107  50  87 120  33 141  11
 367 349 283 308  28 494   4 375 420 492]",20,56458,B9nlnMHcr2EDc_9Q_rPawA,Carl's Jr,3791 17 Street,T6T 1H9,"{""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsAttire"":""'casual'"",""RestaurantsPriceRange2"":""1"",""RestaurantsDelivery"":""False"",""RestaurantsReservations"":""False"",""Alcohol"":""'none'"",""OutdoorSeating"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTableService"":""False"",""RestaurantsTakeOut"":""True"",""BikeParking"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""GoodForKids"":""True"",""HasTV"":""True"",""WiFi"":""'free'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""DriveThru"":""True""}",3.5,"Restaurants, Burgers, Fast Food"
Cactus Club Cafe,-113.6189041,53.5243187,69469,Miki Sushi Express,-113.31671,53.542088,[],20,69469,K5pFMFy5XA0GWGLw2ljAVg,Miki Sushi Express,390-222 Baseline Road,T8H 1S8,"{""RestaurantsTableService"":""True"",""RestaurantsGoodForGroups"":""True"",""HappyHour"":""True"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsDelivery"":""True"",""HasTV"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}",4.5,"Sushi Bars, Restaurants"
Cactus Club Cafe,-113.6189041,53.5243187,66908,Pizza Hut,-113.62686,53.538887,[252 146 137 156 422 218   9 423],20,66908,Y5D23yBTmZlxgAHIwLyuJw,Pizza Hut,10011-178 Street,T5T 3H4,"{""BusinessParking"":""None"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""2"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsTableService"":""True"",""RestaurantsReservations"":""False"",""HasTV"":""True"",""NoiseLevel"":""u'average'"",""OutdoorSeating"":""False"",""GoodForKids"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsAttire"":""u'casual'"",""Alcohol"":""u'full_bar'"",""RestaurantsTakeOut"":""True""}",2,"Restaurants, Chicken Wings, Pizza, Food, Food Delivery Services, Italian"
Cactus Club Cafe,-113.6189041,53.5243187,66025,Carl's Jr,-113.61641,53.540985,[489 418 462 202  30],20,66025,glc2BHSUHZZPxAzw3Y_dcQ,Carl's Jr,10041 170th street,T5P 4R5,"{""WiFi"":""'no'"",""DriveThru"":""True"",""HasTV"":""True"",""Alcohol"":""'none'"",""BikeParking"":""True"",""Caters"":""False"",""RestaurantsReservations"":""False"",""OutdoorSeating"":""False"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""'average'"",""RestaurantsDelivery"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsPriceRange2"":""2"",""RestaurantsTableService"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""GoodForKids"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsAttire"":""'casual'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}",3,"Burgers, Restaurants, Fast Food"
